32,106,463
310,101,464
114,97,465
265,121,466
109,121,467
369,103,468
294,111,469
261,304,470
381,110,471
337,111,472
276,289,473
290,107,474
259,112,475
63,34,476
116,263,477
290,100,478
117,108,479
256,110,480
261,109,481
267,292,482
256,100,483
274,103,484
39,116,485
258,272,486
32,420,487
286,101,488
336,263,489
428,330,490
257,272,491
264,449,492
268,399,493
97,272,494
407,116,495
97,120,496
259,99,497
400,121,498
114,280,499
286,103,500
268,495,501
440,419,502
287,100,503
275,101,504
365,330,505
308,263,506
398,119,507
314,110,508
119,282,509
338,290,510
97,271,511
278,474,512
402,506,513
279,302,514
260,379,515
387,496,516
89,274,517
277,108,518
268,97,519
343,99,520
102,479,521
279,101,522
279,117,523
114,111,524
260,303,525
297,360,526
306,298,527
264,376,528
378,318,529
112,300,530
296,455,531
484,426,532
97,103,533
117,99,534
32,390,535
114,399,536
275,97,537
296,310,538
294,458,539
274,389,540
460,101,541
290,263,542
312,426,543
300,375,544
320,107,545
115,427,546
268,101,547
280,305,548
296,530,549
491,101,550
365,353,551
319,263,552
279,438,553
268,434,554
267,417,555
111,112,556
105,101,557
418,293,558
453,330,559
352,120,560
326,116,561
32,87,562
276,508,563
258,108,564
264,300,565
527,115,566
104,298,567
258,103,568
402,376,569
306,532,570
259,282,571
534,121,572
97,98,573
105,342,574
510,477,575
105,345,576
288,111,577
278,318,578
378,299,579
115,115,580
279,121,581
270,108,582
117,272,583
277,464,584
111,98,585
116,121,586
352,346,587
259,417,588
259,548,589
105,301,590
428,107,591
267,540,592
336,298,593
277,290,594
268,499,595
277,111,596
101,112,597
565,104,598
105,102,599
337,302,600
259,108,601
32,517,602
373,101,603
275,300,604
416,107,605
100,100,606
349,572,607
259,356,608
274,100,609
84,104,610
299,263,611
497,542,612
258,509,613
537,433,614
105,97,615
32,74,616
279,603,617
101,295,618
32,544,619
260,480,620
400,120,621
97,404,622
76,354,623
278,97,624
278,435,625
471,101,626
110,121,627
568,511,628
258,98,629
302,107,630
113,117,631
315,116,632
589,567,633
471,314,634
294,305,635
264,108,636
457,112,637
97,107,638
258,536,639
261,110,640
268,108,641
291,116,642
321,263,643
117,115,644
257,552,645
276,439,646
264,561,647
466,115,648
272,116,649
418,111,650
260,456,651
387,280,652
626,119,653
296,111,654
504,290,655
294,300,656
110,263,657
571,115,658
365,419,659
98,281,660
267,433,661
102,101,662
355,114,663
259,119,664
409,121,665
629,420,666
632,111,667
44,34,668
97,360,669
376,121,670
294,272,671
278,114,672
84,292,673
289,263,674
614,483,675
646,674,676
275,500,677
314,281,678
560,99,679
279,431,680
264,114,681
387,615,682
278,101,683
277,494,684
679,273,685
97,115,686
276,373,687
400,293,688
290,97,689
325,112,690
97,117,691
425,121,692
472,280,693
288,574,694
452,262,695
226,128,696
102,447,697
306,291,698
32,303,699
352,293,700
514,121,701
326,115,702
277,104,703
271,121,704
291,101,705
77,280,706
520,464,707
271,107,708
691,389,709
328,110,710
685,263,711
337,356,712
97,342,713
472,345,714
259,107,715
337,263,716
487,546,717
547,407,718
262,281,719
278,649,720
117,386,721
294,669,722
84,280,723
523,404,724
520,709,725
291,104,726
67,302,727
118,299,728
278,111,729
391,314,730
351,101,731
97,262,732
378,585,733
89,326,734
306,302,735
274,115,736
264,545,737
338,114,738
258,109,739
302,116,740
325,339,741
117,606,742
446,116,743
573,301,744
601,427,745
110,97,746
117,345,747
32,353,748
279,111,749
273,101,750
32,69,751
112,281,752
32,299,753
257,450,754
32,118,755
32,70,756
305,447,757
519,386,758
301,119,759
270,447,760
268,458,761
463,637,762
268,105,763
582,330,764
102,116,765
265,339,766
655,657,767
264,757,768
103,263,769
260,434,770
425,292,771
771,410,772
369,303,773
720,586,774
446,112,775
314,108,776
99,483,777
105,360,778
373,121,779
267,111,780
381,434,781
275,642,782
116,583,783
257,410,784
276,272,785
509,115,786
259,303,787
117,295,788
274,114,789
257,114,790
533,101,791
715,121,792
118,298,793
32,344,794
268,462,795
267,312,796
624,752,797
291,263,798
302,103,799
518,111,800
277,438,801
672,609,802
564,786,803
267,314,804
604,115,805
276,286,806
582,107,807
398,263,808
439,105,809
787,450,810
772,115,811
684,521,812
277,280,813
352,728,814
325,316,815
39,109,816
105,326,817
338,576,818
475,809,819
819,410,820
257,446,821
297,262,822
328,115,823
267,743,824
257,119,825
398,290,826
268,431,827
32,776,828
311,281,829
311,291,830
692,109,831
831,431,832
610,630,833
452,467,834
104,293,835
259,631,836
107,282,837
641,678,838
110,746,839
32,599,840
270,116,841
268,759,842
257,438,843
391,494,844
775,114,845
256,272,846
457,467,847
275,305,848
625,783,849
277,301,850
315,546,851
751,346,852
303,116,853
111,286,854
293,101,855
350,611,856
484,104,857
259,845,858
32,427,859
294,465,860
32,68,861
289,115,862
292,112,863
796,104,864
291,115,865
784,107,866
112,108,867
66,318,868
859,97,869
279,533,870
870,435,871
277,274,872
381,862,873
327,110,874
352,622,875
264,121,876
112,116,877
307,115,878
103,450,879
625,330,880
268,114,881
296,689,882
294,536,883
525,107,884
328,719,885
76,305,886
258,321,887
284,110,888
111,295,889
294,114,890
264,524,891
65,115,892
98,263,893
258,697,894
111,121,895
661,769,896
10,10,897
735,330,898
270,273,899
463,721,900
636,455,901
257,97,902
671,299,903
285,478,904
277,256,905
391,704,906
264,433,907
424,263,908
101,120,909
352,316,910
109,101,911
32,80,912
562,480,913
664,298,914
294,478,915
915,299,916
402,590,917
338,303,918
473,110,919
690,299,920
112,439,921
278,290,922
32,727,923
264,644,924
398,120,925
925,116,926
320,108,927
277,318,928
562,101,929
116,104,930
756,499,931
98,121,932
287,116,933
440,360,934
369,295,935
264,117,936
114,109,937
452,839,938
850,302,939
742,299,940
72,101,941
32,71,942
350,354,943
456,121,944
451,101,945
921,477,946
287,662,947
32,78,948
301,597,949
270,121,950
610,293,951
271,101,952
398,316,953
338,431,954
858,798,955
268,290,956
782,299,957
111,345,958
105,286,959
328,340,960
396,765,961
872,340,962
259,500,963
671,293,964
827,386,965
710,909,966
966,946,967
97,389,968
108,102,969
279,638,970
459,110,971
277,286,972
940,462,973
308,100,974
738,500,975
275,609,976
100,121,977
264,373,978
762,263,979
279,305,980
519,342,981
272,101,982
101,290,983
396,286,984
391,379,985
268,310,986
986,354,987
960,308,988
265,119,989
276,465,990
277,545,991
264,488,992
302,99,993
469,298,994
368,102,995
306,114,996
97,112,997
264,263,998
690,611,999
277,417,1000
763,120,1001
106,895,1002
276,271,1003
259,298,1004
439,116,1005
825,111,1006
887,301,1007
118,326,1008
294,778,1009
290,121,1010
281,115,1011
105,122,1012
748,877,1013
87,480,1014
730,263,1015
118,374,1016
418,590,1017
304,386,1018
338,101,1019
577,606,1020
1020,263,1021
277,376,1022
457,660,1023
304,263,1024
275,779,1025
110,298,1026
821,110,1027
297,115,1028
98,301,1029
100,282,1030
465,360,1031
268,271,1032
103,302,1033
258,100,1034
338,111,1035
272,108,1036
325,837,1037
259,949,1038
556,301,1039
32,863,1040
636,958,1041
267,478,1042
279,293,1043
443,911,1044
1044,109,1045
1045,660,1046
116,298,1047
338,282,1048
335,847,1049
343,298,1050
99,111,1051
518,292,1052
349,305,1053
343,290,1054
83,256,1055
269,104,1056
288,1023,1057
683,1039,1058
990,119,1059
260,705,1060
292,326,1061
364,467,1062
616,449,1063
32,631,1064
564,115,1065
1065,111,1066
306,708,1067
73,116,1068
268,726,1069
753,1002,1070
268,1018,1071
296,670,1072
799,101,1073
323,713,1074
257,1024,1075
278,557,1076
441,404,1077
256,115,1078
267,293,1079
264,314,1080
105,112,1081
79,104,1082
696,156,1083
696,157,1084
98,101,1085
415,115,1086
260,846,1087
32,75,1088
1035,643,1089
440,386,1090
279,702,1091
335,618,1092
279,286,1093
279,540,1094
389,969,1095
302,101,1096
99,116,1097
780,301,1098
264,1031,1099
338,456,1100
260,111,1101
732,121,1102
596,108,1103
101,305,1104
932,101,1105
294,108,1106
504,97,1107
838,115,1108
785,580,1109
257,465,1110
381,298,1111
443,373,1112
918,121,1113
83,689,1114
337,543,1115
97,99,1116
352,121,1117
102,431,1118
97,777,1119
800,115,1120
272,263,1121
343,97,1122
1122,318,1123
72,105,1124
1022,263,1125
337,573,1126
1126,98,1127
1127,273,1128
454,627,1129
547,295,1130
1040,853,1131
523,386,1132
278,300,1133
363,299,1134
343,101,1135
265,112,1136
297,304,1137
264,290,1138
111,101,1139
279,303,1140
463,111,1141
770,314,1142
285,272,1143
293,104,1144
78,111,1145
285,373,1146
391,542,1147
1123,105,1148
1148,521,1149
942,465,1150
278,299,1151
587,488,1152
267,300,1153
453,107,1154
1041,115,1155
1131,740,1156
1092,314,1157
519,118,1158
405,447,1159
303,115,1160
841,404,1161
108,263,1162
32,1083,1163
65,116,1164
452,295,1165
65,697,1166
276,101,1167
337,511,1168
425,879,1169
276,291,1170
525,330,1171
1034,1016,1172
683,290,1173
101,301,1174
297,793,1175
76,545,1176
836,304,1177
1177,1036,1178
321,281,1179
301,968,1180
1158,303,1181
1181,750,1182
264,573,1183
475,289,1184
523,115,1185
1185,435,1186
841,777,1187
277,927,1188
337,713,1189
290,298,1190
276,407,1191
285,290,1192
343,1118,1193
443,1119,1194
823,263,1195
288,314,1196
369,326,1197
568,1121,1198
539,1105,1199
303,100,1200
83,455,1201
294,464,1202
624,386,1203
267,427,1204
276,114,1205
836,494,1206
32,122,1207
889,121,1208
335,478,1209
381,273,1210
1210,99,1211
1211,480,1212
591,298,1213
1117,326,1214
681,543,1215
276,524,1216
260,114,1217
343,1033,1218
491,326,1219
111,104,1220
1220,110,1221
117,404,1222
110,103,1223
391,114,1224
363,121,1225
936,121,1226
277,97,1227
278,105,1228
1228,439,1229
1229,326,1230
861,111,1231
860,580,1232
277,478,1233
97,304,1234
1159,102,1235
1235,462,1236
278,644,1237
557,339,1238
1184,281,1239
519,304,1240
822,115,1241
97,122,1242
257,638,1243
472,295,1244
259,399,1245
268,111,1246
276,599,1247
1247,662,1248
1248,272,1249
1249,340,1250
83,111,1251
655,110,1252
276,304,1253
525,100,1254
525,450,1255
